Image Link,Name,Location,Type,Avg Cost,Area,Rooms,Description,Page No
https://mediacdn.99acres.com/media1/17113/17/342277144M-1643709740003.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 61 L₹ 6,517/sq.ft.",936 sq.ft. (87 sq.m.) Carpet Area,2 BHK2 Baths,"This 2 bhk flat in wagholi, pune is available for sale. It is an east facing property and part of . It has 2 bathrooms. The 2 balconies keep the apartment well ventilated. The apartment is spacious with a carpet area of 936 sq.Ft. You can enjoy the view of a pool, park/garden and club from the apartment. It has vitrified flooring. It also has a pooja room. Located on the 1st floor of 12 floors,...more",199
https://mediacdn.99acres.com/media1/17112/18/342258054M-1643706111093.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 31 L₹ 6,498/sq.ft.",477 sq.ft. (44 sq.m.) Carpet Area,1 BHK1 Bath,"It is a part of . The apartment is well ventilated with single balcony and has 1 bathrooms. This is an unfurnished east facing property. The area of the apartment is as follows: * carpet: 477 sq.Ft. Other than the main bedrooms, hall and kitchen, the apartment has a pooja room. The expected price of the property that is on the 8th floor of 13 floors is rs 31 lac (Rs. 6498.00 per sq.Ft.) (All in...more",199
https://mediacdn.99acres.com/media1/17112/12/342252188M-1643705462189.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 75 L₹ 6,521/sq.ft.","1,150 sq.ft. (107 sq.m.) Carpet Area",3 BHK3 Baths,"It is a part of . The apartment is well ventilated with 3 balconies and has 3 bathrooms. This is an unfurnished property. The area of the apartment is as follows: * carpet: 1150 sq.Ft. The expected price of the property that is on the 5th floor of 13 floors is rs 75 lac (Rs. 6521.00 per sq.Ft.). Additionally, you can expect rs as brokerage amount (Fixed). It is a freehold property. You get 0 co...more",199
https://mediacdn.99acres.com/media1/17112/6/342246054M-1643704302494.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 76 L₹ 7,129/sq.ft.","1,066 sq.ft. (99 sq.m.) Carpet Area",3 BHK3 Baths,"A beautiful 3 bhk apartment in wagholi, pune. The property is a part of . It is a property in a promising locality. This well-Designed new property is . It is located on 2nd floor. The property ownership is freehold type and has a carpet area of 1066 sq.Ft. The price of the property is estimated at rs. Rs 76 lacand per unit area cost is at rs. 7129.00 per sq.Ft. The apartment has vitrified floo...more",199
https://mediacdn.99acres.com/media1/17111/13/342233454M-1643701930674.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 75 L₹ 5,033/sq.ft.","1,490 sq.ft. (138 sq.m.) Super built-up Area",3 BHK3 Baths,"It is a part of . The apartment is well ventilated with 2 balconies and has 3 bathrooms. This is an unfurnished east facing property. The area of the apartment is as follows: * super built-Up: 1490 sq.Ft. * carpet: 1123 sq.Ft. Other than the main bedrooms, hall and kitchen, the apartment has a pooja room. The expected price of the property that is on the 4th floor of 12 floors is rs 75 lac (Rs....more",199
https://mediacdn.99acres.com/media1/17087/14/341754532M-1643442821619.jpg,Kapil Akhila3.6 ★,Baner,Apartment,"₹ 1.4 Cr₹ 8,298/sq.ft.","1,687 sq.ft. (157 sq.m.) Super built-up Area",3 BHK3 Baths,"A spacious 3 bhk flat availabale for sale in kapil akhila, baner. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated. Additional ...more",199
https://mediacdn.99acres.com/media1/17087/14/341754570M-1643442823495.jpg,Park Express Baner,Baner,Apartment,"₹ 1.6 Cr₹ 9,411/sq.ft.","1,700 sq.ft. (158 sq.m.) Super built-up Area",3 BHK3 Baths,"A spacious 3 bhk flat availabale for sale in parkexpress, phase-Ii, baner. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated. Ad...more",199
https://mediacdn.99acres.com/media1/17070/19/341419518M-1643286690925.jpg,Marvel Brisa,Balewadi,Apartment,"₹ 2.1 Cr₹ 10,000/sq.ft.","2,100 sq.ft. (195 sq.m.) Super built-up Area",3 BHK3 Baths,"A spacious 3 bhk flat availabale for sale in marvel brisa, balewadi. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated. Addition...more",199
https://mediacdn.99acres.com/media1/17068/7/341367970M-1643272309090.jpg,Gini Viviana4.3 ★,Balewadi,Apartment,"₹ 82 L₹ 6,949/sq.ft.","1,180 sq.ft. (110 sq.m.) Super built-up Area",2 BHK2 Baths,"A spacious 2 bhk flat availabale for sale in gini vivana, balewadi. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated. Additiona...more",199
https://mediacdn.99acres.com/media1/17044/4/340884276M-1643011287441.jpg,Sharada Paritosh,Balewadi,Apartment,"₹ 84 L₹ 7,706/sq.ft.","1,090 sq.ft. (101 sq.m.) Super built-up Area",2 BHK2 Baths,"A spacious 2 bhk flat availabale for sale in paritosh balewadi. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated. Additional de...more",200
https://mediacdn.99acres.com/media1/17012/11/340251808M-1642671737623.jpg,Supreme Palms,Balewadi,Apartment,"₹ 1.42 Cr₹ 9,161/sq.ft.","1,550 sq.ft. (144 sq.m.) Super built-up Area",3 BHK3 Baths,"A spacious 3 bhk flat availabale for sale in supreme palm, balewadi. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated. Addition...more",200
https://mediacdn.99acres.com/media1/17003/6/340066760M-1642588914042.jpg,Supreme Estado5.0 ★,Baner,Apartment,"₹ 1.25 Cr₹ 7,812/sq.ft.","1,600 sq.ft. (149 sq.m.) Super built-up Area",3 BHK3 Baths,"A spacious 3 bhk flat availabale for sale in supreme estadeo, baner. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated. Addition...more",200
https://mediacdn.99acres.com/media1/17002/17/340057784M-1642586541132.jpg,Regency Orion,Baner,Apartment,"₹ 89 L₹ 7,478/sq.ft.","1,190 sq.ft. (111 sq.m.) Super built-up Area",2 BHK2 Baths,"A spacious 2 bhk flat availabale for sale in regency orion, baner. Huge living and dining room, spacious bedrooms & bathroom. Vibrant society with active members across all generations with all festivals celebrated in grand manner. Very decent and peaceful location. Flat with all amenities swimming pool, club house, gym, children play area, & lots of more amenities nicely ventilated. Additional...more",200
https://mediacdn.99acres.com/media1/16883/5/337665906M-1641426635052.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 80 L₹ 5,369/sq.ft.","1,490 sq.ft. (138 sq.m.) Super built-up Area",3 BHK3 Baths,"A 3 bedroom flat, located in wagholi, pune, is available. It is an unfurnished flat located in . Situated in a prominent locality. The flat is on 10th floor of the building. Aesthetically designed with vitrified flooring, this property has 3 bathroom(s). The property also has 3 balcony(s) and pooja room. The flat faces the east direction and has a good view of the locality. The flat is a freeho...more",200
https://mediacdn.99acres.com/media1/16864/13/337293120M-1641202865309.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 77 L₹ 6,808/sq.ft.","1,131 sq.ft. (105 sq.m.) Carpet Area",3 BHK3 Baths,"An east facing 3 bhk apartment in wagholi, pune is available for sale. This property is a part of .It has a carpet area of 1131 sq.Ft. The apartment is spaciously designed with 3 bedrooms, 3 bathrooms and more than 1 balconies. Additionally, it has a pooja room among others. It overlooks a pool, park/garden and club. It is a corner property situated inside gated premises. The apartment is on th...more",200
https://mediacdn.99acres.com/media1/16864/12/337292192M-1641201691065.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 60 L₹ 7,178/sq.ft.",835 sq.ft. (78 sq.m.) Carpet Area,2 BHK2 Baths,"A 2 bedroom flat, located in wagholi, pune, is available. It is an unfurnished flat located in . Situated in a prominent locality. The flat is on 12th floor of the building. Aesthetically designed with vitrified flooring, this property has 2 bathroom(s). The property also has 2 balcony(s) and pooja room. The flat faces the west direction and has a good view of the locality. The flat is a freeho...more",200
https://mediacdn.99acres.com/media1/16864/3/337283642M-1641199919765.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 31 L₹ 6,638/sq.ft.",467 sq.ft. (43 sq.m.) Carpet Area,1 BHK1 Bath,"Awestfacing 1 bhk flat is available in the promising locality of wagholi, pune. It is an spacious flat and is located on 6th floor. Every single detail of the flat is carefully designed. The flat is a corner property and is located in a gated society. It provides a spectacular view of the pool, park/garden and club. The apartment is priced at rs. Rs 31 lac (Rs. 6638.00 per sq.Ft.). It is a free...more",200
https://mediacdn.99acres.com/media1/16863/18/337278284M-1641199873856.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 58 L₹ 8,792/sq.ft.",659 sq.ft. (61 sq.m.) Carpet Area,2 BHK2 Baths,"A beautiful 2 bhk apartment in wagholi, pune. The property is a part of . It is a property in a promising locality. This well-Designed new property is . It is located on 6th floor. The property ownership is freehold type and has a carpet area of 61 sq.M. The price of the property is estimated at rs. Rs 58 lacand per unit area cost is at rs. 94632.00 per sq.M. The price is negotiable. With 2 bal...more",200
https://mediacdn.99acres.com/media1/16863/12/337272598M-1641198070887.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 59.01 L₹ 7,058/sq.ft.",836 sq.ft. (78 sq.m.) Carpet Area,2 BHK2 Baths,"This 2 bhk flat in wagholi, pune is available for sale. It is a west facing property and part of . It has 2 bathrooms. The apartment has a single balcony. The apartment is spacious with a carpet area of 836 sq.Ft. You can enjoy the view of a park/garden and club from the apartment. It has vitrified flooring. Located on the 5th floor of 13 floors, the expected price of this apartment is rs 59.01...more",200
https://mediacdn.99acres.com/media1/16593/5/331865382M-1638461472828.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 52 L₹ 5,777/sq.ft.",900 sq.ft. (84 sq.m.) Super built-up Area,2 BHK2 Baths,"A 2 bedroom flat, located in wagholi, pune, is available. It is an unfurnished flat located in . Situated in a prominent locality. The flat is on 8th floor of the building. Aesthetically designed with vitrified flooring, this property has 2 bathroom(s). The property also has 1 balcony(s) and pooja room. The flat faces the west direction and has a good view of the locality. The flat is a freehol...more",200
https://mediacdn.99acres.com/media1/16587/14/331754708M-1638461459844.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 79 L₹ 5,302/sq.ft.","1,490 sq.ft. (138 sq.m.) Super built-up Area",3 BHK3 Baths,"This is a meticulously designed 3 bhk apartment located in wagholi, pune. It is a freehold property. The flat is a spacious property and is . Located in an integrated society of , it has 3 bathroom(s) and 2 balcony(s).It has vitrified flooring. It is an east facing property which offers a wonderful view of pool, park/garden and club. It is located on 2nd floor. Full power back up. It is a corne...more",200
https://mediacdn.99acres.com/media1/16587/7/331747408M-1638461451589.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 78 L₹ 5,234/sq.ft.","1,490 sq.ft. (138 sq.m.) Super built-up Area",3 BHK3 Baths,"A beautiful 3 bhk apartment in wagholi, pune. The property is a part of . It is a property in a promising locality. This well-Designed new property is . It is located on 4th floor. The property ownership is freehold type and has a super built-Up area of 1490 sq.Ft. The price of the property is estimated at rs. Rs 78 lacand per unit area cost is at rs. 5234.00 per sq.Ft. The price is negotiable....more",200
https://mediacdn.99acres.com/media1/16588/13/331773060M-1638441052458.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 32 L₹ 6,708/sq.ft.",477 sq.ft. (44 sq.m.) Carpet Area,1 BHK1 Bath,"A beautiful 1 bhk apartment in wagholi, pune. The property is a part of . It is a property in a promising locality. This well-Designed new property is . It is located on 9th floor. The property ownership is freehold type and has a carpet area of 477 sq.Ft. The price of the property is estimated at rs. Rs 32 lacand per unit area cost is at rs. 6708.00 per sq.Ft. The price is negotiable. The apar...more",200
https://mediacdn.99acres.com/media1/17316/6/346326270M-1645636846137.jpg,Nandini Spring Field3.4 ★,Manjri BK,Apartment,"₹ 57 L₹ 4,793/sq.ft.","1,189 sq.ft. (110 sq.m.) Super built-up Area",3 BHK2 Baths,A 3 bhk flat is available for sale in pune manjri bk. This east facing property is a part of . The built-Up area is 1150 sq.Ft. The carpet area is 900 sq.Ft. This is a a semi-Furnished with 1modular kitchen. It has two bathrooms.The apartment with 2 balconies has main road view. It is an east facing flat. The width of the facing road is 20.00 sq.Ft. It has a pooja room. Located on the 1st floor...more,200
https://mediacdn.99acres.com/media1/17312/18/346258666M-1645630832132.jpg,Runwal Seagull4.3 ★,Handewadi,Apartment,"₹ 52 L₹ 5,168/sq.ft.","1,006 sq.ft. (93 sq.m.) Super built-up Area",2 BHK2 Baths,"This 2 bhk flat in handewadi, pune is available for sale. It is an east facing property and part of . It has 2 bathrooms. The apartment has a single balcony. The apartment is spacious with a super built up area of 1006 sq.Ft. With built-Up area 1004 sq.Ft. And carpet area 756 sq.Ft. You can enjoy the view of a park/garden from the apartment. It has vitrified flooring. Located on the 6th floor o...more",200
https://mediacdn.99acres.com/media1/17314/15/346295436M-1645619507063.jpg,Nyati Esteban 1,Undri,Apartment,"₹ 82 L₹ 6,212/sq.ft.","1,320 sq.ft. (123 sq.m.) Super built-up Area",2 BHK2 Baths,"Nyati esteban a spacious 2 bhk luxurious ready to move-In high end towers, amenity facing apartment available for sale at affordable price located at a very prime location of nibm annexe, pune including all the featured specifications and facilities like water purifier, video door phone, wooden flooring, solar water, modular kitchen, with hob and chimney, dg backup for each flat, along with dg ...more",200
https://mediacdn.99acres.com/media1/17312/15/346255636M-1645614179548.jpg,Arihant Venkateshwara Green City4.7 ★,Hadapsar,Apartment,"₹ 47 L₹ 5,269/sq.ft.",892 sq.ft. (83 sq.m.) Super built-up Area,2 BHK2 Baths,"A beautiful 2 bhk apartment in hadapsar, pune. The property is a part of anarkali colony. It is a property in a promising locality. This well-Designed new property is . It is located on 7th floor. The property ownership is freehold type and has a super built-Up area of 892 sq.Ft. The price of the property is estimated at rs. Rs 47 lacand per unit area cost is at rs. 5269.00 per sq.Ft. The price...more",200
https://mediacdn.99acres.com/media1/17278/15/345575852M-1645264269848.jpg,Godrej Prana4.3 ★,Undri,Apartment,"₹ 42.5 L₹ 6,343/sq.ft.",670 sq.ft. (62 sq.m.) Carpet Area,2 BHK2 Baths,"A beautiful 2 bhk apartment in undri, pune. The property is a part of sarada park. It is a property in a promising locality. This well-Designed new property is . It is located on 2nd floor. The property ownership is freehold type and has a carpet area of 670 sq.Ft. The price of the property is estimated at rs. Rs 42.5 lacwith 2 balcony(s) and 2 bathroom(s), the apartment is unfurnished. 1 cover...more",200
https://mediacdn.99acres.com/media1/17278/12/345572002M-1645263053320.jpg,Godrej Prana4.3 ★,Undri,Apartment,"₹ 44.5 L₹ 6,641/sq.ft.",670 sq.ft. (62 sq.m.) Carpet Area,2 BHK2 Baths,It is a part of sarada park. The apartment is well ventilated with 2 balconies and has 2 bathrooms. This is an unfurnished property. The area of the apartment is as follows: * carpet: 670 sq.Ft. The expected price of the property that is on the 6th floor of 12 floors is rs 44.5 lac (). It is a freehold property. You get 1 covered parking and open parking. Additional details : Piped gas facility...more,200
https://mediacdn.99acres.com/media1/17247/11/344951832M-1644999059225.jpg,Majestique Imperia5.0 ★,Phursungi,Apartment,"₹ 35 L₹ 4,146/sq.ft.",844 sq.ft. (78 sq.m.) Super built-up Area,2 BHK2 Baths,"This is an east facing unfurnished 2 bhk flat for sale in phursungi ,pune. It has 2 bathroom(s). The width of the main road facing the property is 40.00 sq.Ft. The apartment has a single balcony. It is built over a total area of 844 sq.Ft. With carpet area 650 sq.Ft. It adorns vitrified flooring. It is on the 8th floor of 13 floors. The expected price of this property is rs 35 lac (Rs. 4146.00 ...more",200
https://mediacdn.99acres.com/media1/17247/5/344945148M-1644999038539.jpg,Hermes Heritage4.7 ★,Shastri Nagar,Apartment,"₹ 50 L₹ 8,333/sq.ft.",600 sq.ft. (56 sq.m.) Super built-up Area,1 BHK1 Bath,It is a part of . The apartment is well ventilated with single balcony and has 1 bathrooms. This is an unfurnished property. The area of the apartment is as follows: * super built-Up: 600 sq.Ft. * built-Up: 500 sq.Ft. * carpet: 450 sq.Ft. The expected price of the property that is on the 5th floor of 7 floors is rs 50 lac (). It is a co-Operative society property. You get covered parking and 1 ...more,200
https://mediacdn.99acres.com/media1/17278/15/345575852M-1645264269848.jpg,Godrej Prana4.3 ★,Undri,Apartment,"₹ 42.5 L₹ 6,343/sq.ft.",670 sq.ft. (62 sq.m.) Carpet Area,2 BHK2 Baths,"A beautiful 2 bhk apartment in undri, pune. The property is a part of sarada park. It is a property in a promising locality. This well-Designed new property is . It is located on 2nd floor. The property ownership is freehold type and has a carpet area of 670 sq.Ft. The price of the property is estimated at rs. Rs 42.5 lacwith 2 balcony(s) and 2 bathroom(s), the apartment is unfurnished. 1 cover...more",201
https://mediacdn.99acres.com/media1/17278/12/345572002M-1645263053320.jpg,Godrej Prana4.3 ★,Undri,Apartment,"₹ 44.5 L₹ 6,641/sq.ft.",670 sq.ft. (62 sq.m.) Carpet Area,2 BHK2 Baths,It is a part of sarada park. The apartment is well ventilated with 2 balconies and has 2 bathrooms. This is an unfurnished property. The area of the apartment is as follows: * carpet: 670 sq.Ft. The expected price of the property that is on the 6th floor of 12 floors is rs 44.5 lac (). It is a freehold property. You get 1 covered parking and open parking. Additional details : Piped gas facility...more,201
https://mediacdn.99acres.com/media1/17247/11/344951832M-1644999059225.jpg,Majestique Imperia5.0 ★,Phursungi,Apartment,"₹ 35 L₹ 4,146/sq.ft.",844 sq.ft. (78 sq.m.) Super built-up Area,2 BHK2 Baths,"This is an east facing unfurnished 2 bhk flat for sale in phursungi ,pune. It has 2 bathroom(s). The width of the main road facing the property is 40.00 sq.Ft. The apartment has a single balcony. It is built over a total area of 844 sq.Ft. With carpet area 650 sq.Ft. It adorns vitrified flooring. It is on the 8th floor of 13 floors. The expected price of this property is rs 35 lac (Rs. 4146.00 ...more",201
https://mediacdn.99acres.com/media1/17247/5/344945148M-1644999038539.jpg,Hermes Heritage4.7 ★,Shastri Nagar,Apartment,"₹ 50 L₹ 8,333/sq.ft.",600 sq.ft. (56 sq.m.) Super built-up Area,1 BHK1 Bath,It is a part of . The apartment is well ventilated with single balcony and has 1 bathrooms. This is an unfurnished property. The area of the apartment is as follows: * super built-Up: 600 sq.Ft. * built-Up: 500 sq.Ft. * carpet: 450 sq.Ft. The expected price of the property that is on the 5th floor of 7 floors is rs 50 lac (). It is a co-Operative society property. You get covered parking and 1 ...more,201
https://mediacdn.99acres.com/media1/17247/12/344952016M-1644999064081.jpg,Kumar Park Infinia4.6 ★,Phursungi,Apartment,"₹ 50 L₹ 5,376/sq.ft.",930 sq.ft. (86 sq.m.) Super built-up Area,2 BHK2 Baths,"2 bhk flat is available in the promising locality of phursungi, pune. It is an spacious flat and is located on 9th floor. Every single detail of the flat is carefully designed. The apartment is priced at rs. Rs 50 lac (Rs. 5376.00 per sq.Ft.). It is a freehold property, with a super built-Up area of 930 sq.Ft. The property price is negotiable. It has 2 bathroom(s). The flat comprises of 1 balco...more",201
https://mediacdn.99acres.com/media1/17247/12/344952194M-1644999066671.jpg,Kumar Pebble Park,Hadapsar,Apartment,"₹ 45.45 L₹ 1,129/sq.ft.","4,024 sq.ft. (374 sq.m.) Carpet Area",2 BHK2 Baths,"Specius 2bhk flats 550 - 660 sqft built up area it is kumar pebble park society near by handewadi all amenities available and all facilities is walking distance passesion nearest few months ,and brand new flats very nice ventilation in thise flats different sqft and different cost available, all details call back to jyotimore",201
https://mediacdn.99acres.com/media1/17247/11/344951974M-1644999062334.jpg,Ram Green Hive3.7 ★,Phursungi,Apartment,"₹ 14 L₹ 3,636/sq.ft.",385 sq.ft. (36 sq.m.) Built-up Area,1 BHK1 Bath,"A beautiful 1 bhk apartment in phursungi, pune. The property is a part of . It is a property in a promising locality. This well-Designed new property is . It is located on 7th floor. The property ownership is freehold type and has a built up area of 385 sq.Ft. The price of the property is estimated at rs. Rs 14 lac and per unit area cost is at rs. 3636.00 per sq.Ft. The price is negotiable. Wit...more",201
https://mediacdn.99acres.com/media1/17247/11/344951698M-1644999056684.jpg,38 Park Majestique5.0 ★,Undri,Apartment,"₹ 37 L₹ 4,352/sq.ft.",850 sq.ft. (79 sq.m.) Built-up Area,2 BHK2 Baths,"This is a meticulously designed 2 bhk apartment located in undri, pune. It is a freehold property. The flat is a spacious property and is . Located in an integrated society of chakrata, it has 2 bathroom(s) and 1 balcony(s).It has vitrified flooring. It requires a payable monthly maintenance costs of rs. 1.00. It is an east facing property which offers a wonderful view of park/garden. It is loc...more",201
https://mediacdn.99acres.com/media1/17245/13/344913724M-1644999028558.jpg,Venkateshwara Silver Woods,Hadapsar,Apartment,"₹ 42 L₹ 4,375/sq.ft.",960 sq.ft. (89 sq.m.) Built-up Area,2 BHK2 Baths,"Aneastfacing 2 bhk flat is available in the promising locality of hadapsar, pune. It is an spacious flat and is located on 6th floor. Every single detail of the flat is carefully designed. The flat is a corner property and is located in a gated society. It provides a spectacular view of the park/garden. The apartment is priced at rs. Rs 42 lac (Rs. 4375.00 per sq.Ft.). It is a freehold property...more",201
https://mediacdn.99acres.com/media1/17245/11/344911668M-1644989482565.jpg,ARV Royale,Handewadi,Apartment,"₹ 60 L₹ 4,000/sq.ft.","1,500 sq.ft. (139 sq.m.) Built-up Area",3 BHK3 Baths,"A 3 bedroom flat, located in handewadi, pune, is available. It is an semi-Furnished flat located in . Situated in a prominent locality. The flat is on 10th floor of the building. Aesthetically designed, this property has 3 bathroom(s). The property also has 2balcony(s). The flat has a good view of the locality. The flat is a freehold property and has a built up area of 1500 sq.Ft. The flat offe...more",201
https://mediacdn.99acres.com/media1/17210/3/344203318M-1644580868886.jpg,Goel Ganga Glitz,NIBM,Apartment,"₹ 54 L₹ 5,294/sq.ft.","1,020 sq.ft. (95 sq.m.) Super built-up Area",2 BHK2 Baths,"Gagan glitz a spacious 2 bhk luxurious ready to move-In high end towers, amenity facing apartment located at a very prime location of nibm annex, pune including all the featured specifications and facilities like water purifier, video door phone, wooden flooring, solar water, inverter backup for each flat, along with dg backup for common area, security system, with world class amenities like mo...more",201
https://mediacdn.99acres.com/media1/17209/18/344198718M-1644580289039.jpg,Amit Astonia Classic,Undri,Apartment,"₹ 45 L₹ 4,972/sq.ft.",905 sq.ft. (84 sq.m.) Super built-up Area,2 BHK2 Baths,"Astonia classic is easily the best residential complex in the area with all to do modern specification. The complex has a backup facility for the lifts. Add to that is the piped gas, solar water, geyser, stop, wtp and ro plants as well. It also has it's own clubhouse facility, kids playing lawn too, for more details and site visit, please call mr. Vipin, krown estates. Additional details : The ...more",201
https://mediacdn.99acres.com/media1/17209/18/344198666M-1644580286415.jpg,Nyati Enclave4.0 ★,Mohamadwadi,Apartment,"₹ 56 L₹ 5,358/sq.ft.","1,045 sq.ft. (97 sq.m.) Super built-up Area",2 BHK2 Baths,"Nyati enclave the best residential society of nyati county it has endless amenities and specification, the society is best known for its out door amenities and many celebration, this is high end society, close to dps school etc, for more details and site visit, please call mr. Vipin, krown estates Additional details : Piped gas facility is available in the property. The apartment has borings wa...more",201
https://mediacdn.99acres.com/media1/17209/17/344197706M-1644580261526.jpg,Nyati Eternity4.2 ★,NIBM,Apartment,"₹ 54.5 L₹ 4,892/sq.ft.","1,114 sq.ft. (103 sq.m.) Super built-up Area",2 BHK2 Baths,"Nyati eternity is easily the best residential complex in the area with all to do modern specification. The complex has a backup facility for the lifts. Add to that is the piped gas, solar water, geyser, stop, wtp and ro plants as well. It also has it's own clubhouse with gym, swimming pool, cricket pitch, basket ball court facility, kids playing lawn too. For more details and site visit, please...more",201
https://mediacdn.99acres.com/media1/17078/15/341575514M-1643359317221.jpg,Rama Costa Rica4.3 ★,Shankar Kalat Nagar,Apartment,"₹ 88 L₹ 6,285/sq.ft.","1,400 sq.ft. (130 sq.m.) Built-up Area",3 BHK3 Baths,"A 3 bhk flat in shankar kalat nagar, pune is available for sale. It has 3 bathroom(s). It has 2 balconies. The built-Up area is 1400 sq.Ft. Whereas the carpet area is 1040 sq.Ft. This flat is on the 2nd floor of 12 floors. You get 1covered parking. With a strategic location and a number of amenities for buyers/residents, this flat is priced at rs 88 lac. (Rs. 6285.00 per sq.Ft.)(Price negotiabl...more",201
https://mediacdn.99acres.com/media1/17078/11/341571046M-1643358122867.jpg,Wadhwani Ganeesham 2,Sai Nagar Park,Apartment,"₹ 86 L₹ 7,962/sq.ft.","1,080 sq.ft. (100 sq.m.) Built-up Area",2 BHK2 Baths,"This is a meticulously designed 2 bhk apartment located in sai nagar park, pune. It is a freehold property. The flat is a spacious property and is . Located in an integrated society of , it has 2 bathroom(s) and 2 balcony(s). It is located on 7th floor. The apartment is approximately priced at rs. Rs 86 lac and its per sq.Ft. Cost is rs. 7962.00. 1 covered parking.more",201
https://mediacdn.99acres.com/media1/17082/11/341651782M-1643374276548.jpg,Mont Vert Seville5.0 ★,Shankar Kalat Nagar,Apartment,"₹ 98 L₹ 6,758/sq.ft.","1,450 sq.ft. (135 sq.m.) Built-up Area",3 BHK3 Baths,"A 3 bhk apartment in shankar kalat nagar, pune is available for sale. This property is a part of .It has a built up area of 1450 sq.Ft. The apartment is spaciously designed with 3 bedrooms, 3 bathrooms and more than 1 balconies. The apartment is on the 10th floor of 12 floors and offers 1 covered parking. The ownership of the apartment is freehold. The expected price of this property is rs 98 l...more",201
https://mediacdn.99acres.com/media1/17082/11/341651884M-1643374281074.jpg,Mont Vert Seville5.0 ★,Shankar Kalat Nagar,Apartment,"₹ 72 L₹ 6,371/sq.ft.","1,130 sq.ft. (105 sq.m.) Built-up Area",2 BHK2 Baths,"It is a part of . The apartment is well ventilated with 2 balconies and has 2 bathrooms. This is an unfurnished property. The area of the apartment is as follows: * built-Up: 1130 sq.Ft. * carpet: 850 sq.Ft. The expected price of the property that is on the 8th floor of 12 floors is rs 72 lac (Rs. 6371.00 per sq.Ft.) (Price negotiable). Additionally, you can expect rs as brokerage amount (Negot...more",201
https://mediacdn.99acres.com/media1/17079/5/341585056M-1643373041635.jpg,Rama Costa Rica4.3 ★,Shankar Kalat Nagar,Apartment,"₹ 73 L₹ 6,636/sq.ft.","1,100 sq.ft. (102 sq.m.) Built-up Area",2 BHK2 Baths,"Aneastfacing 2 bhk flat is available in the promising locality of shankar kalat nagar, pune. It is an spacious flat and is located on 4th floor. Every single detail of the flat is carefully designed. It is a gated society flat. It provides a spectacular view of the club, main road, park/garden and pool. The apartment is priced at rs. Rs 73 lac (Rs. 6636.00 per sq.Ft.). It is a freehold property...more",201
https://mediacdn.99acres.com/media1/17301/6/346026186M-1645519906457.jpg,Global Lifestyle,Hinjewadi,Apartment,"₹ 54.3 L₹ 7,647/sq.ft.",710 sq.ft. (66 sq.m.) Carpet Area,2 BHK2 Baths,"2 bhk flat is available in the promising locality of hinjewadi, pune. It is an spacious flat and is located on 11th floor. Every single detail of the flat is carefully designed. The apartment is priced at rs. Rs 54.3 lac (). It is a freehold property, with a carpet area of 710 sq.Ft. It has 2 bathroom(s). The flat comprises of 1 balcony(s). 1 covered parking and open parking. Additional details...more",202
